LM1,TS,LM2,REF,B3LYP,APFD,BMK,M06L,PBEPBE,DFTB,AM1,PM3,PM3MM,PM6
4c1,e1,5s1,0,0,0,0,0,0,0,0.5,0,0,0
4c1,e5,1s5,0,0,0,0,0,0,0,0.5,0,0,0
4c1,oh1,3s1,0.331,0.267,0.168,0.507,0.25,0.502,0.222,0,0,0,0
4c1,e3,1s3,0.169,0.467,0.665,0,0.487,0,0.278,0,0.223,0.223,0
4c1,oh5,os2,0.331,0.266,0.167,0.493,0.263,0.498,0.222,0,0,0,0
4c1,e3,2so,0.169,0,0,0,0,0,0.277,0,0,0,0
4c1,2h1,5s1,0,0,0,0,0,0,0,0,0.389,0.388,0.349
4c1,4h5,1s5,0,0,0,0,0,0,0,0,0.389,0.389,0.349
4c1,e3,bo3,0,0,0,0,0,0,0,0,0,0,0.303
