phi,theta,energy (A.U.),G298 (Hartrees),Pucker,phi_lm2,theta_lm2,phi_lm1,theta_lm1
262.5073137220512,78.0064045495682,-0.437886362534,-0.305984,1s5,193.74737974679974,80.8312659305563,293.91004973459724,88.5525715719803
262.9357617901685,80.30119356775879,-0.438540193321,-0.305672,1s5,202.54616713811066,80.05559219484677,292.9334452242942,89.26539582725697
266.03577241035987,107.77047998533118,-0.440509064948,-0.307845,1s5,329.7378259760202,166.56636220172265,264.98663660325894,89.27548267622629
266.7842838134488,106.81356806424833,-0.440780656628,-0.307931,1s5,314.5435215623963,167.1511928720934,259.2901077460255,91.6390987104234
264.1298088084176,79.44072951047492,-0.436467492084,-0.305056,1s5,207.88743562654875,83.6366999206383,282.5933280672365,79.39767578157705
189.1284865660081,85.75133065908213,-0.437045639272,-0.30477,bo3,200.0744710889422,85.15223600402685,106.50733840721718,139.012104530167
192.81545506329056,103.9588219648396,-0.442337785665,-0.307748,bo3,99.43989826206615,168.5632962075172,176.92111077670532,83.34355045634534
203.67038577480696,135.9820448625763,-0.438416562303,-0.3043,1ho,96.45855034888238,159.84894962583317,197.7732313107916,86.45978717548313
281.9174775715045,109.61062618827862,-0.440674583177,-0.307974,1h2,283.9906022676119,94.6639004226667,314.54580658361675,167.15138563082942
264.076232050429,144.71399268215322,-0.441122218853,-0.306911,1h2,322.89446277273487,160.8209774890403,239.42250654083256,105.73635398182168
357.5546949902601,106.92031516497293,-0.437203388319,-0.305026,o3b,0.04645814899975099,88.71878316895587,66.97763013926387,172.48394817715806
6.3370315472819865,84.52097950818587,-0.433561717037,-0.301746,o3b,300.5439689464857,87.11142558248306,120.3645958525075,108.029523948029
357.6262784706128,103.84815494880134,-0.439455208449,-0.30404,o3b,316.6996073631117,157.54543682282545,1.204487672811285,93.25803253762864
340.44040346437066,28.450936142892225,-0.431670874574,-0.3003,oh5,76.00090317442753,10.491302645323628,2.5464244656046024,89.75850989542401
303.06153583854706,34.32506140542915,-0.433278584606,-0.301594,e5,213.56504319273833,89.11246283085072,49.25553597466323,11.545145157373728
307.0073022828905,109.79119786581333,-0.437618539081,-0.304973,e2,18.559447430484568,171.1146722260204,293.9102408590559,88.5525676341378
244.75983596663588,49.11780982465162,-0.434907904998,-0.304406,4e,312.95433687438947,8.243948361314528,169.605007915177,83.04830204164709
238.8513965875934,45.944729957972406,-0.434563614838,-0.303156,4e,325.7153382447935,5.407174016084274,163.8617347926204,84.32445518556702
241.64641557550613,45.03854671202942,-0.435837572233,-0.304445,4e,310.60428698797455,8.090314099379977,177.54154346812834,82.74328300847777
343.12193817097125,98.48733295686236,-0.438876008924,-0.306389,os2,355.6828766336102,91.59452343434165,314.5469494734816,167.1517673450699
325.1647215721193,92.44689134331297,-0.43630670996,-0.305138,os2,257.3008642433534,140.3220760178833,11.953920674602033,92.76544402037462
329.33229425054395,87.3405029241586,-0.43826749136,-0.306382,os2,293.9100991784494,88.55262333783895,358.96019037242695,88.39611159141047
178.5676276673397,107.77932966611792,-0.435752482609,-0.304507,eo,231.94096409239233,84.67840320975438,112.68632052874064,138.05564701352245
148.62270530006,109.72794292765712,-0.441903996368,-0.306963,2so,114.05415221836735,140.87294383475074,174.49486813671743,84.59254997512731
20.248538853262737,83.95429058893838,-0.433414732395,-0.302595,3s1,120.3646543673597,108.02983649408762,291.8662252340037,81.9766336117287
39.18645959486621,87.92982366967559,-0.432315331218,-0.301217,3s1,295.4247616662579,174.04100617304573,77.69678033328373,84.48273709313781
288.8717819205105,158.84475864481414,-0.4418797651,-0.305916,1c4,213.5644283722334,89.11192707158256,305.2388356515655,165.6713782044721
284.24493386759667,108.6285410872477,-0.43854677227,-0.306031,e2,99.44552870472863,168.5639126977374,21.97269134980486,171.05989669682884
3.46140180406374,107.4970214467086,-0.438055535352,-0.303829,3e,21.849582217984167,164.21861855088105,7.690087075029277,92.06701888323066
5.8996392261013355,107.48763931318635,-0.440557297404,-0.305233,3e,332.7038213288168,160.30831219034545,11.952823153443761,92.76517437360236
236.36955353154784,101.55065284447858,-0.440752251541,-0.307124,14b,292.8096157209886,157.77509688179725,220.34181137136898,90.60115051636829
349.9167311010042,70.49515865904844,-0.432755042413,-0.301572,oe,0.15002842536386557,86.80535003423255,282.1086943849757,83.84045995892417
0.6081473995052226,65.6971783992072,-0.433618062593,-0.302282,oe,288.2823644447727,87.60247737074388,22.598440186701925,88.83196966598894
245.24947664181548,107.107228264902,-0.443521774134,-0.308409,14b,232.92202510759006,95.38820473489614,305.2394055813187,165.6713225266008
245.92334647784566,79.66403158805365,-0.436798520495,-0.30417,14b,291.8807506643577,88.29511217189193,201.35957891716583,80.5891119385981
238.88698061978423,107.48993854614072,-0.44275870113,-0.307922,14b,220.34276562412742,90.60176323332789,306.9345893671478,158.8702390185363
247.8535043242944,78.67104101515514,-0.436688286037,-0.305455,14b,204.9270790809238,84.52642934636177,174.4948820869555,84.59247680116604
69.46327464403515,57.65133174594719,-0.432967851197,-0.30188,e1,325.71498446446003,5.407176936586965,163.8616011876981,84.32443227284529
61.204794771250114,62.56412658155341,-0.432469429809,-0.301513,e1,169.6059028849634,83.04819165132186,312.96171369224624,8.243282437321357
52.710114512028646,59.33017822808061,-0.43360914617,-0.301235,e1,171.55943628920937,81.96939209411217,171.55990593263087,81.96931354741822
198.24419033643295,31.289692941854188,-0.434405408955,-0.303344,4h3,171.5599133569118,81.9692648171557,21.52915064979444,7.924955784093923
