phi,theta
0.1,1.7
330.0,51.0
210.0,51.0
90.0,51.0
270.0,51.0
150.0,51.0
30.0,51.0
0.0,55.0
180.0,55.0
60.0,55.0
120.0,55.0
300.0,55.0
240.0,55.0
152.5,89.6
207.4,89.6
180.0,90.0
300.0,90.0
60.0,90.0
270.0,90.0
90.0,90.0
120.0,90.0
0.0,90.0
240.0,90.0
332.5,90.4
27.5,90.4
120.0,125.0
60.0,125.0
240.0,125.0
180.0,125.0
300.0,125.0
0.0,125.0
330.0,129.0
270.0,129.0
90.0,129.0
210.0,129.0
30.0,129.0
150.0,129.0
180.1,178.3
