phi,theta
23.3,1.9
330.0,51.0
150.0,51.0
270.0,51.0
30.0,51.0
210.0,51.0
90.0,51.0
180.0,55.0
300.0,55.0
60.0,55.0
0.0,55.0
120.0,55.0
240.0,55.0
195.2,86.2
46.7,86.5
155.5,86.8
96.3,88.9
6.4,89.7
272.4,90.0
300.0,90.0
18.2,90.2
113.5,91.6
249.1,91.8
331.3,92.0
180.0,125.0
240.0,125.0
0.0,125.0
300.0,125.0
120.0,125.0
60.0,125.0
330.0,129.0
90.0,129.0
210.0,129.0
30.0,129.0
150.0,129.0
270.0,129.0
154.2,177.7
