phi,theta
0.0,0.0
90.0,51.0
203.1,54.5
120.0,55.0
240.0,55.0
174.1,57.2
12.3,61.6
148.5,62.0
330.0,62.5
33.7,62.7
46.6,62.9
282.7,63.3
240.6,84.4
134.4,86.4
184.1,86.9
59.3,87.7
210.0,88.0
270.0,88.0
1.6,89.2
315.3,90.5
90.0,92.0
30.0,92.0
150.0,92.0
301.7,92.5
35.3,115.3
330.2,115.9
255.6,121.2
143.9,124.6
180.0,125.0
300.0,125.0
0.0,125.0
60.0,125.0
123.1,125.3
225.4,125.3
280.0,125.9
90.0,129.0
180.0,180.0
