File Name,new_cluster_group,boltzmann_weighting,cluster_group_H298 (Hartrees)
beta-glucose197-TS_pm3mm-ircf-pm3mm.log,0,0.0052841454183614345,1.9910860570000057
beta-glucose239-TS_pm3mm-ircr-pm3mm.log,0,1.1772605989667619e-05,5.606792914999999
beta-glucose221-TS_pm3mm-ircr-pm3mm.log,0,0.005994423694456259,1.9164124860000007
beta-glucose135-TS_pm3mm-ircr-pm3mm.log,0,0.00010239836789865763,4.326047046000007
beta-glucose220-TS_pm3mm-ircf-pm3mm.log,0,3.035158786844627e-06,6.409376926000001
beta-glucose210-TS_pm3mm-ircf-pm3mm.log,0,0.15255484854365808,0.0
beta-glucose227-TS_pm3mm-ircf-pm3mm.log,0,0.056513047833780444,0.5879759329999958
beta-glucose230-TS_pm3mm-ircf-pm3mm.log,0,0.003768314735287875,2.191261427999997
beta-glucose237-TS_pm3mm-ircf-pm3mm.log,0,0.0006704399292921016,3.2134735890000092
beta-glucose216-TS_pm3mm-ircr-pm3mm.log,0,5.233142399633942e-06,6.086837300000009
beta-glucose196-TS_pm3mm-ircf-pm3mm.log,0,0.00040013463913131776,3.5190704720000014
beta-glucose224-TS_pm3mm-ircr-pm3mm.log,0,0.09805991526805959,0.26167125300000044
beta-glucose155-TS_pm3mm-ircr-pm3mm.log,0,0.0012476155460486769,2.845753315000007
beta-glucose245-TS_pm3mm-ircr-pm3mm.log,0,0.002521756223537517,2.4290873390000085
beta-glucose153-TS_pm3mm-ircf-pm3mm.log,0,0.005530527649389704,1.9641031699999962
beta-glucose204-TS_pm3mm-ircr-pm3mm.log,0,0.004088728858208667,2.142943235000001
beta-glucose136-TS_pm3mm-ircr-pm3mm.log,0,0.014294619345925077,1.4018551060000086
beta-glucose226-TS_pm3mm-ircr-pm3mm.log,0,5.066064454920394e-05,4.7427130220000056
beta-glucose154-TS_pm3mm-ircr-pm3mm.log,0,0.00016358158074483657,4.048688068000009
beta-glucose248-TS_pm3mm-ircr-pm3mm.log,0,0.009647409746804931,1.6346609449999976
beta-glucose240-TS_pm3mm-ircr-pm3mm.log,0,0.0038044303692407275,2.185613847000009
beta-glucose234-TS_pm3mm-ircr-pm3mm.log,0,0.01032448262462601,1.5945003690000097
beta-glucose223-TS_pm3mm-ircr-pm3mm.log,0,0.003756352540308614,2.1931439549999987
beta-glucose156-TS_pm3mm-ircf-pm3mm.log,0,0.01570858378933516,1.3460068050000051
beta-glucose217-TS_pm3mm-ircr-pm3mm.log,0,0.009445071125280953,1.64721112500001
beta-glucose52-optall_pm3mm.log,0,0.050134617068390834,0.6588844499999971
beta-glucose206-TS_pm3mm-ircf-pm3mm.log,0,0.029449631241670812,0.9738939679999986
beta-glucose202-TS_pm3mm-ircf-pm3mm.log,0,0.13137940744718862,0.0884787690000014
beta-glucose201-TS_pm3mm-ircr-pm3mm.log,0,0.05029427196184062,0.6570019229999953
beta-glucose53-optall_pm3mm.log,0,0.10673662844144861,0.2114705330000025
beta-glucose203-TS_pm3mm-ircr-pm3mm.log,0,0.07523550972734831,0.41854850300000057
beta-glucose54-optall_pm3mm.log,0,0.03891634784659915,0.8088591010000078
beta-glucose208-TS_pm3mm-ircr-pm3mm.log,0,0.0071778456552439055,1.8097359559999986
beta-glucose51-optall_pm3mm.log,0,0.006960591591813109,1.8279337169999994
beta-glucose247-TS_pm3mm-ircr-pm3mm.log,0,0.009864532105520105,1.6214832560000019
beta-glucose236-TS_pm3mm-ircr-pm3mm.log,0,0.01399481311300142,1.4144052860000038
beta-glucose157-TS_pm3mm-ircr-pm3mm.log,0,0.005613198649599752,1.9553180440000049
beta-glucose152-TS_pm3mm-ircf-pm3mm.log,0,0.04112125446186001,0.77622863300001
beta-glucose209-TS_pm3mm-ircf-pm3mm.log,0,0.023875116173278244,1.098140750000001
beta-glucose251-TS_pm3mm-ircf-pm3mm.log,0,0.001902260815612861,2.5960047330000013
beta-glucose238-TS_pm3mm-ircr-pm3mm.log,0,0.0013436928262827877,2.801827684999998
beta-glucose222-TS_pm3mm-ircf-pm3mm.log,0,0.002048751492198899,2.5520791030000094
beta-glucose201-TS_pm3mm-ircf-pm3mm.log,10,1.0,4.752125656999998
beta-glucose21-optall_pm3mm.log,13,0.0007332123895579494,4.330439608999994
beta-glucose76-optall_pm3mm.log,13,0.004143033689078264,3.3050899029999963
beta-glucose25-optall_pm3mm.log,13,0.10138340755053868,1.4118952500000013
beta-glucose74-optall_pm3mm.log,13,0.03203674699304702,2.093997533000004
beta-glucose138-TS_pm3mm-ircf-pm3mm.log,13,0.03554310140901984,2.032501650999995
beta-glucose118-TS_pm3mm-ircf-pm3mm.log,13,0.020790090568759127,2.350021204999999
beta-glucose38-optall_pm3mm.log,13,0.04036344915850709,1.9572005710000067
beta-glucose203-TS_pm3mm-ircf-pm3mm.log,13,0.006717438127822464,3.018945799000006
beta-glucose97-TS_pm3mm-ircf-pm3mm.log,13,6.550342647950853e-05,5.760532619999996
beta-glucose159-TS_pm3mm-ircf-pm3mm.log,13,0.014301429619971773,2.571531881999994
beta-glucose4-optall_pm3mm.log,13,0.044733708698099554,1.896332197999998
beta-glucose139-TS_pm3mm-ircf-pm3mm.log,13,0.36357813489340324,0.655746904999994
beta-glucose132-TS_pm3mm-ircf-pm3mm.log,13,0.0018241726370757099,3.790781868999994
beta-glucose46-optall_pm3mm.log,13,0.025945005630398733,2.2188718240000074
beta-glucose128-TS_pm3mm-ircr-pm3mm.log,13,0.0003510257364641308,4.766558363999994
beta-glucose206-TS_pm3mm-ircr-pm3mm.log,13,0.012173563247827313,2.6669132500000026
beta-glucose204-TS_pm3mm-ircf-pm3mm.log,13,0.005440126929429947,3.143820090000009
beta-glucose161-TS_pm3mm-ircr-pm3mm.log,13,0.1575582363575095,1.1508515060000015
beta-glucose183-TS_pm3mm-ircf-pm3mm.log,13,0.039895622907441704,1.9641031699999962
beta-glucose63-optall_pm3mm.log,13,0.006590505586005409,3.030240961
beta-glucose167-TS_pm3mm-ircr-pm3mm.log,13,0.01694429042395101,2.4711304419999984
beta-glucose133-TS_pm3mm-ircr-pm3mm.log,13,0.019550616438135705,2.3864167270000007
beta-glucose44-optall_pm3mm.log,13,0.0008863779532957972,4.218115498000004
beta-glucose166-TS_pm3mm-ircr-pm3mm.log,13,0.015402764454807398,2.5276062520000027
beta-glucose67-optall_pm3mm.log,13,0.0002906766077643702,4.878254966000002
beta-glucose58-optall_pm3mm.log,13,0.03275775856560878,2.0808198440000085
beta-glucose181-TS_pm3mm-ircr-pm3mm.log,14,0.002872944430490158,4.185485030000006
beta-glucose1-optall_pm3mm.log,14,0.030081237837199987,2.7949250860000086
beta-glucose106-TS_pm3mm-ircr-pm3mm.log,14,0.027344563231784233,2.8514008959999955
beta-glucose94-TS_pm3mm-ircf-pm3mm.log,14,0.027286663910087546,2.8526559139999965
beta-glucose98-TS_pm3mm-ircf-pm3mm.log,14,0.0007069422722571988,5.015679437
beta-glucose152-TS_pm3mm-ircr-pm3mm.log,14,0.02538936096150988,2.8953265260000043
beta-glucose96-TS_pm3mm-ircr-pm3mm.log,14,0.07587791960663552,2.2471097290000004
beta-glucose224-TS_pm3mm-ircf-pm3mm.log,14,0.4197576243263212,1.234310202999998
beta-glucose205-TS_pm3mm-ircr-pm3mm.log,14,0.003712903612843773,4.033627852000011
beta-glucose39-optall_pm3mm.log,14,0.02746073070398174,2.8488908600000102
beta-glucose156-TS_pm3mm-ircr-pm3mm.log,14,0.005844013317140975,3.7650540000000032
beta-glucose204-TS_pm3mm-ircf-pm3mm.log,14,0.01668718323770426,3.143820090000009
beta-glucose154-TS_pm3mm-ircf-pm3mm.log,14,0.0004925273120877624,5.229660006000005
beta-glucose153-TS_pm3mm-ircr-pm3mm.log,14,0.01638922309135426,3.1544877430000025
beta-glucose99-TS_pm3mm-ircf-pm3mm.log,14,0.049292819429890715,2.502505891999995
beta-glucose35-optall_pm3mm.log,14,0.007132517052841957,3.6470823080000074
beta-glucose155-TS_pm3mm-ircf-pm3mm.log,14,0.0033822796428425897,4.088848643999996
beta-glucose88-TS_pm3mm-ircf-pm3mm.log,14,0.001514681695776837,4.564500466000002
beta-glucose3-optall_pm3mm.log,14,0.007020025665171141,3.6564949429999993
beta-glucose22-optall_pm3mm.log,14,0.026573182923778766,2.868343638999995
beta-glucose23-optall_pm3mm.log,14,0.00718562817754361,3.642689745000003
beta-glucose2-optall_pm3mm.log,14,0.10810533477774162,2.037521723
beta-glucose21-optall_pm3mm.log,14,0.0022490742689326537,4.330439608999994
beta-glucose118-TS_pm3mm-ircf-pm3mm.log,14,0.06377205079031203,2.350021204999999
beta-glucose159-TS_pm3mm-ircf-pm3mm.log,14,0.04386856772376956,2.571531881999994
beta-glucose247-TS_pm3mm-ircf-pm3mm.log,15,0.0016639824183514792,5.086587954000001
beta-glucose231-TS_pm3mm-ircf-pm3mm.log,15,0.0038642661202714147,4.587718299000008
beta-glucose212-TS_pm3mm-ircr-pm3mm.log,15,0.10238493061826037,2.6474604710000005
beta-glucose141-TS_pm3mm-ircf-pm3mm.log,15,0.016611347157925633,3.7242659149999975
beta-glucose238-TS_pm3mm-ircf-pm3mm.log,15,1.504976024424054e-05,7.872727914000001
beta-glucose151-TS_pm3mm-ircf-pm3mm.log,15,0.00781897141686612,4.170424814000008
