File Name,new_cluster_group,boltzmann_weighting,cluster_group_H298 (Hartrees)
puck50,0,0.3019528277385227,0.09999983424
puck51,0,0.3575102178708766,0.0
puck52,0,0.18192423936045643,0.399999964469
puck53,0,0.09257477748184027,0.799999928938
puck54,0,0.06603793754830403,1.0000002249270001
puck46,13,0.016268499850918855,6.700000189242
puck74,13,0.7913807749192343,4.400000236668
puck75,13,0.08807293416575948,5.699999964315
puck76,13,0.10427779106408731,5.600000130075
puck01,14,0.013940071672669252,8.200000212878
puck02,14,0.007093606864675814,8.600000177347
puck21,14,0.6781144434853089,5.900000260304
puck22,14,0.17559300566773642,6.700000189242
puck23,14,0.1252588723096096,6.899999857722
puck47,15,0.7180033048270035,7.500000118180001
puck48,15,0.13262699997209484,8.499999715598001
puck49,15,0.11201653332259878,8.600000177347
puck68,15,0.02900590005058844,9.400000106285
puck69,15,0.0038220175179385124,10.599999999691999
puck70,15,0.004525244309775921,10.500000165452
puck55,16,0.23536411464427162,9.599999774765001
puck56,16,0.19878812154795986,9.700000236514
puck57,16,0.10115620756766235,10.100000200983
puck58,16,0.10115620756766235,10.100000200983
puck59,16,0.10115620756766235,10.100000200983
puck60,16,0.08543644738398036,10.200000035223
puck61,16,0.06094589595275109,10.399999703703001
puck62,16,0.02619369444110654,10.900000129921
puck63,16,0.04347557056286448,10.599999999691999
puck64,16,0.015781497967507118,11.20000026015
puck65,16,0.011257695779220632,11.39999992863
puck66,16,0.011257695779220632,11.39999992863
puck67,16,0.008030643238130516,11.600000224619
puck03,17,0.006716703894077195,9.000000141816
puck04,17,0.0024381453727032537,9.599999774765001
puck24,17,0.11860352165824757,7.299999822191
puck25,17,0.1662632631664882,7.100000153711
puck26,17,0.08460546348936876,7.500000118180001
puck27,17,0.08460546348936876,7.500000118180001
puck28,17,0.043052712402758236,7.900000082649
puck29,17,0.08460546348936876,7.500000118180001
puck30,17,0.043052712402758236,7.900000082649
puck31,17,0.07145770292912332,7.59999995242
puck32,17,0.025938925675697663,8.200000212878
puck33,17,0.018503473795583314,8.399999881358
puck34,17,0.0363622844942615,7.999999916889
puck35,17,0.043052712402758236,7.900000082649
puck36,17,0.043052712402758236,7.900000082649
puck37,17,0.0363622844942615,7.999999916889
puck38,17,0.015628018323045428,8.499999715598001
puck39,17,0.015628018323045428,8.499999715598001
puck40,17,0.025938925675697663,8.200000212878
puck41,17,0.018503473795583314,8.399999881358
puck42,17,0.015628018323045428,8.499999715598001
puck71,18,0.00012128354983003302,11.099999798400999
puck72,18,6.171688653031394e-05,11.49999976287
puck73,18,0.00010243587507730237,11.20000026015
puck77,18,0.05301306551722742,7.500000118180001
puck78,18,0.037816750041448105,7.69999978666
puck79,18,0.07431596028113067,7.299999822191
puck80,18,0.4763502627739258,6.1999997630240005
puck81,18,0.12334757826597124,6.999999691962
puck82,18,0.05301306551722742,7.500000118180001
puck83,18,0.06276713069724663,7.40000028394
puck84,18,0.07431596028113067,7.299999822191
puck85,18,0.04477479031325441,7.59999995242
puck43,19,0.8477465236927951,13.699999881204
puck44,19,0.1117049310200459,14.899999774611
puck45,19,0.040548545287158906,15.500000035069002
puck05,32,0.21842995426004955,5.3999998340860005
puck06,32,0.15581634728675028,5.600000130075
puck07,32,0.09387814206732238,5.900000260304
puck08,32,0.06696775970749708,6.099999928783999
puck09,32,0.07928939941600464,6.000000094544
puck10,32,0.03407751201914016,6.499999893253
puck11,32,0.056560913227649244,6.1999997630240005
puck12,32,0.03407751201914016,6.499999893253
puck13,32,0.020531436979114463,6.800000023482
puck14,32,0.15581634728675028,5.600000130075
puck15,32,0.02878183783879789,6.5999997274930005
puck16,32,0.020531436979114463,6.800000023482
puck17,32,0.017340834313211144,6.899999857722
puck18,32,0.007452848272281487,7.40000028394
puck19,32,0.010447718327176838,7.199999987951001
