LM1,TS,LM2,REF,B3LYP,DFTB,AM1,PM3,PM3MM,PM6
4c1,4h5,1s5,0.0,0.0,0.114,0.006,0.056,0.058,0
4c1,b25,1s5,0,0,0,0,0,0,0
4c1,4h5,os2,0.0,0.0,0,0.008,0.009,0.008,0
4c1,oh5,1s5,0.0,0.0,0.147,0.001,0,0,0
4c1,4h3,bo3,0.001,0.001,0,0.008,0.006,0.006,0.0
4c1,e3,bo3,0.035,0.014,0.237,0.011,0.001,0.001,0.0
4c1,4h5,bo3,0,0,0,0.003,0,0,0
4c1,oh1,5s1,0.003,0.001,0,0.047,0.001,0.001,0
4c1,2h1,5s1,0.002,0.002,0,0.903,0.011,0.011,0
4c1,oh5,os2,0.0,0.0,0.005,0.001,0.014,0.014,0.999
4c1,oh1,3s1,0.0,0.0,0.012,0.001,0.001,0.001,0
4c1,4h3,1s3,0.011,0.018,0.209,0.007,0.015,0.016,0
4c1,4e,1s3,0.002,0.001,0.243,0.004,0.014,0.015,0
4c1,4e,bo3,0,0,0,0,0,0,0.001
4c1,oh1,os2,0.0,0.0,0,0,0.0,0.0,0
4c1,b25,os2,0.011,0.024,0,0,0.011,0.011,0
4c1,3ob,1s5,0.101,0.026,0,0,0,0,0
4c1,2h1,3s1,0.0,0.0,0,0,0,0,0
4c1,oh5,3s1,0.0,0.0,0.034,0,0.047,0.047,0
4c1,3ob,3s1,0.138,0.014,0,0,0,0,0
4c1,25b,5s1,0.03,0.023,0,0,0.367,0.366,0
4c1,3ob,os2,0.024,0.02,0,0,0,0,0
4c1,e3,1s3,0.47,0.306,0,0,0,0,0
4c1,25b,3s1,0,0.001,0,0,0,0,0
4c1,4h3,1s5,0.128,0.527,0,0,0,0,0
4c1,4e,1s5,0.027,0.022,0,0,0,0,0
4c1,2h1,25b,0,0,0,0,0.001,0.001,0
4c1,4h5,3s1,0,0,0,0,0.028,0.028,0
4c1,b25,3s1,0,0,0,0,0.036,0.036,0
4c1,4h5,1s3,0,0,0,0,0,0,0.0
4c1,oh1,25b,0,0,0,0,0.0,0.0,0
4c1,e3,e3,0,0,0,0,0.381,0.38,0
4c1,2h1,bo3,0.0,0,0,0,0,0,0.0
4c1,oh1,bo3,0,0,0,0,0,0,0
4c1,2e,3s1,0.0,0,0,0,0,0,0
4c1,5h4,5s1,0.018,0,0,0,0,0,0
4c1,25b,bo3,0.0,0,0,0,0,0,0
4c1,oh5,1s3,0.0,0,0,0,0,0,0
