LM1,TS,LM2,REF,B3LYP,APFD,BMK,M06L,PBEPBE,DFTB,DFTB3,AM1,PM3,PM3MM,PM6
4c1,e1,5s1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a
4c1,e5,1s5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a
4c1,oh1,3s1,0.312,0.267,0.157,0.488,0.255,0.504,0.176,n/a,n/a,n/a,n/a,n/a
4c1,e3,1s3,0.188,0.469,0.685,n/a,0.473,n/a,0.324,n/a,n/a,0.454,0.455,n/a
4c1,oh5,os2,0.312,0.263,0.158,0.512,0.272,0.496,0.175,n/a,n/a,n/a,n/a,n/a
4c1,e3,2so,0.188,n/a,n/a,n/a,n/a,n/a,0.324,1.0,n/a,n/a,n/a,n/a
4c1,2h1,5s1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.273,0.273,0.273
4c1,4h5,1s5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.273,0.273,0.273
4c1,e3,bo3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.454
