tolerance,num_comp_paths,accuracy
0,31,0.403
0.02,29,0.377
0.04,29,0.377
0.06,28,0.364
0.08,28,0.364
0.1,28,0.364
0.12000000000000001,28,0.364
0.14,28,0.364
0.16,28,0.364
0.18,28,0.364
0.19999999999999998,27,0.351
0.21999999999999997,26,0.338
0.23999999999999996,25,0.325
0.25999999999999995,24,0.312
0.27999999999999997,24,0.312
0.3,24,0.312
0.32,23,0.299
0.34,21,0.273
0.36000000000000004,21,0.273
0.38000000000000006,21,0.273
0.4000000000000001,21,0.273
0.4200000000000001,20,0.26
0.4400000000000001,20,0.26
0.46000000000000013,20,0.26
0.48000000000000015,20,0.26
0.5000000000000001,20,0.26
0.5200000000000001,20,0.26
0.5400000000000001,20,0.26
0.5600000000000002,20,0.26
0.5800000000000002,20,0.26
0.6000000000000002,20,0.26
0.6200000000000002,20,0.26
0.6400000000000002,20,0.26
0.6600000000000003,20,0.26
0.6800000000000003,20,0.26
0.7000000000000003,20,0.26
0.7200000000000003,20,0.26
0.7400000000000003,20,0.26
0.7600000000000003,20,0.26
0.7800000000000004,20,0.26
0.8000000000000004,20,0.26
0.8200000000000004,20,0.26
0.8400000000000004,20,0.26
0.8600000000000004,20,0.26
0.8800000000000004,20,0.26
0.9000000000000005,20,0.26
0.9200000000000005,20,0.26
0.9400000000000005,20,0.26
0.9600000000000005,20,0.26
0.9800000000000005,20,0.26
