File Name,new_cluster_group,boltzmann_weighting,cluster_group_H298 (Hartrees)
puck54,4h3,0.6198960187043997,10.500000165452
puck55,4h3,0.19005199064780018,11.20000026015
puck56,4h3,0.19005199064780018,11.20000026015
puck77,e3,1.0,8.600000177347
puck81,oe,1.0,15.899999999538
puck42,2h3,0.996803114490944,10.200000035223
puck43,2h3,0.0031968855090558934,13.600000046964
puck88,oh5,0.4578767980235988,16.399999798247002
puck89,oh5,0.5421232019764012,16.299999964007
puck74,oh1,0.17333768535098992,14.300000141662
puck75,oh1,0.06292111162236555,14.899999774611
puck76,oh1,0.0015314673992458047,17.099999892945
puck82,oh1,0.3406362663541556,13.900000177193002
puck83,oh1,0.2429921079659346,14.099999845673
puck84,oh1,0.10443461250605755,14.600000271891
puck85,oh1,0.03790948227689954,15.19999990484
puck86,oh1,0.03201831667856707,15.29999973908
puck87,oh1,0.004218949845784479,16.500000259996
puck57,4h5,0.7653526613910545,14.600000271891
puck78,4h5,0.2346473386089455,15.29999973908
puck27,14b,0.6581644419584635,9.499999940524999
puck28,14b,0.33491648487830894,9.899999904994
puck29,14b,0.006884914262504184,12.199999857567999
puck30,14b,8.01528864309041e-06,16.200000129766998
puck31,14b,2.614361208047588e-05,15.500000035069002
puck41,25b,1.0,9.300000272045
puck73,bo3,1.0,9.800000070753999
puck68,b14,1.0,12.700000283786
puck79,3ob,0.9798569746062747,9.400000106285
puck80,3ob,0.020143025393725145,11.700000058858999
puck69,b25,0.24115405547018082,9.800000070753999
puck70,b25,0.08753827081341449,10.399999703703001
puck71,b25,0.08753827081341449,10.399999703703001
puck72,b25,0.022667400672754048,11.20000026015
puck90,b25,0.5611020022302361,9.300000272045
puck51,3h4,0.8835113911704471,12.499999987797
puck52,3h4,0.09832616997449166,13.799999715444
puck53,3h4,0.018162438855061226,14.799999940371
puck44,3h2,0.5166831275780235,11.20000026015
puck45,3h2,0.18755457982434756,11.799999893099
puck46,3h2,0.13379149230759188,12.000000189088
puck47,3h2,0.08060842300842158,12.299999691807999
puck48,3h2,0.057501774773821235,12.499999987797
puck49,3h2,0.014889683534639592,13.299999916735
puck50,3h2,0.008970918973154678,13.600000046964
puck32,1e(a),0.9054177034440276,10.900000129921
puck38,1e(a),0.05127528234142658,12.599999822037
puck39,1e(a),0.043307014214545844,12.700000283786
puck65,5ho,0.04440526486376026,16.500000259996
puck66,5ho,0.7841079309232817,14.799999940371
puck67,5ho,0.17148680421295795,15.699999703549
puck58,5e,0.47925710355245427,10.900000129921
puck59,5e,0.28874869188963836,11.20000026015
puck60,5e,0.2059782244140757,11.39999992863
puck61,5e,0.022923335955349237,12.700000283786
puck62,5e,0.0010964467387989914,14.499999810141999
puck63,5e,0.001298185929927055,14.399999975902002
puck64,5e,0.0006606006655052478,14.799999940371
puck65,5e,3.7410854251143804e-05,16.500000259996
puck33,1e(b),0.1043353932261658,14.499999810141999
puck34,1e(b),0.03198786341473403,15.19999990484
puck35,1e(b),0.0448418940576016,15.000000236360002
puck36,1e(b),0.027016922394316297,15.29999973908
puck40,1e(b),0.7918179269071823,13.299999916735
puck37,1h2,1.0,13.100000248255
