tolerance,num_comp_paths,accuracy
0,9,0.117
0.02,7,0.091
0.04,7,0.091
0.06,5,0.065
0.08,5,0.065
0.1,5,0.065
0.12000000000000001,5,0.065
0.14,5,0.065
0.16,5,0.065
0.18,5,0.065
0.19999999999999998,4,0.052
0.21999999999999997,4,0.052
0.23999999999999996,3,0.039
0.25999999999999995,3,0.039
0.27999999999999997,3,0.039
0.3,3,0.039
0.32,3,0.039
0.34,3,0.039
0.36000000000000004,3,0.039
0.38000000000000006,2,0.026
0.4000000000000001,1,0.013
0.4200000000000001,1,0.013
0.4400000000000001,1,0.013
0.46000000000000013,1,0.013
0.48000000000000015,1,0.013
0.5000000000000001,1,0.013
0.5200000000000001,1,0.013
0.5400000000000001,1,0.013
0.5600000000000002,1,0.013
0.5800000000000002,1,0.013
0.6000000000000002,1,0.013
0.6200000000000002,1,0.013
0.6400000000000002,1,0.013
0.6600000000000003,1,0.013
0.6800000000000003,1,0.013
0.7000000000000003,1,0.013
0.7200000000000003,1,0.013
0.7400000000000003,1,0.013
0.7600000000000003,1,0.013
0.7800000000000004,0,0.0
0.8000000000000004,0,0.0
0.8200000000000004,0,0.0
0.8400000000000004,0,0.0
0.8600000000000004,0,0.0
0.8800000000000004,0,0.0
0.9000000000000005,0,0.0
0.9200000000000005,0,0.0
0.9400000000000005,0,0.0
0.9600000000000005,0,0.0
0.9800000000000005,0,0.0
