group,pucker,REFERENCE,B3LYP,DFTB,AM1,PM3,PM3MM,PM6
0,4c1,0.00013,0.0002,0.00064,0.00211,0.01101,0.0108,0.01015
1,3ob/3s1,0.01099,0.01307,0.02556,0.05562,0.05266,0.05252,0.03696
2,b14/3s1,0.001,0.04402,0,0,0.09096,0.09096,0
3,5s1/25b,0.02555,0.01854,0.02131,0.20462,0.10277,0.10277,0
4,2so,0.0,0.00578,0.05197,0.05271,0.04042,0.05459,0.13555
5,1s3/bo3,8e-05,0.00594,0.0252,0.00474,0.16803,0.16803,0.06242
6,1s5,0.0112,0.01347,0.04294,0.01124,0.09362,0.13323,0.0635
7,os2,0.00747,0.0985,0.0247,0.04861,0.03307,0.03026,0.25907
8,1c4,0.00082,0.00114,0.00874,0.02807,0.03319,0.03324,0.06474
