group,pucker,REFERENCE,B3LYP,DFTB,AM1,PM3,PM3MM,PM6
0,4c1,0.00026,0.03155,0.06708,0.07224,0.10851,0.11418,0.05363
1,3ob/3s1,0.04297,0.1373,0.94019,0.27638,0.50985,0.54206,0.23131
2,b14/3s1,0.00201,0.33094,0,0,0.09096,0.09096,0
3,5s1/25b,0.06929,0.29372,0.27887,0.20462,0.37229,0.37229,0
4,2so,0.0,0.1779,0.52939,0.7373,0.6625,0.66154,0.28844
5,1s3/bo3,0.00015,0.12668,0.47934,0.02387,0.4786,0.4786,0.35867
6,1s5,0.16437,0.18315,0.71854,0.46153,1.02414,1.29409,1.51713
7,os2,0.02448,0.23641,0.30299,0.22396,1.08376,1.18671,0.25907
8,1c4,0.00289,0.09496,0.71343,0.88276,0.92805,1.02229,0.75491
