group,pucker,REFERENCE,B3LYP,DFTB,AM1,PM3,PM3MM,PM6
0,4c1,0.0114,0.05356,0.07183,0.08499,0.09932,0.09754,0.1337
1,3ob/3s1,0.10365,0.15127,0.1639,0.26286,0.2258,0.22199,0.24047
2,b14/3s1,0.0317,0.23485,n/a,n/a,0.3016,0.3016,n/a
3,5s1/25b,0.15198,0.19161,0.17603,0.45235,0.2491,0.2491,n/a
4,2so,0.0,0.14059,0.23008,0.23815,0.21016,0.21738,0.31008
5,1s3/bo3,0.00866,0.15917,0.16319,0.10925,0.39942,0.39942,0.26783
6,1s5,0.18131,0.13533,0.17303,0.22645,0.30513,0.32839,0.35557
7,os2,0.09033,0.21744,0.11478,0.17887,0.27823,0.29114,0.50899
8,1c4,0.02688,0.09745,0.12191,0.26059,0.21541,0.21556,0.30719
